# stable_id|source|option_type|option_name|prerequisites|level_gained|class_associations|grant_value
class-artificer|Eberron|class|Artificer|None|0|Artificer|
spell-dancing-lights|Core|spell|Dancing Lights|Spell level 0|0|Bard, Sorcerer, Wizard|
spell-darkness|Core|spell|Darkness|Spell level 2|2|Sorcerer, Warlock, Wizard|
spell-darkvision|Core|spell|Darkvision|Spell level 2|2|Druid, Ranger, Sorcerer, Wizard|
spell-daylight|Core|spell|Daylight|Spell level 3|3|Cleric, Druid, Paladin, Ranger, Sorcerer|
spell-death-ward|Core|spell|Death Ward|Spell level 4|4|Cleric, Paladin|
spell-delayed-blast-fireball|Core|spell|Delayed Blast Fireball|Spell level 7|7|Sorcerer, Wizard|
spell-demiplane|Core|spell|Demiplane|Spell level 8|8|Sorcerer, Warlock, Wizard|
spell-detect-evil-and-good|Core|spell|Detect Evil and Good|Spell level 1|1|Cleric, Paladin|
spell-detect-magic|Core|spell|Detect Magic|Spell level 1|1|Bard, Cleric, Druid, Paladin, Ranger, Sorcerer, Warlock, Wizard|
spell-detect-poison-and-disease|Core|spell|Detect Poison and Disease|Spell level 1|1|Cleric, Druid, Paladin, Ranger|
spell-detect-thoughts|Core|spell|Detect Thoughts|Spell level 2|2|Bard, Sorcerer, Wizard|
spell-dimension-door|Core|spell|Dimension Door|Spell level 4|4|Bard, Sorcerer, Warlock, Wizard|
spell-disguise-self|Core|spell|Disguise Self|Spell level 1|1|Bard, Sorcerer, Wizard|
spell-disintegrate|Core|spell|Disintegrate|Spell level 6|6|Sorcerer, Wizard|
spell-dispel-evil-and-good|Core|spell|Dispel Evil and Good|Spell level 5|5|Cleric, Paladin|
spell-dispel-magic|Core|spell|Dispel Magic|Spell level 3|3|Bard, Cleric, Druid, Paladin, Ranger, Sorcerer, Warlock, Wizard|
spell-dissonant-whispers|Core|spell|Dissonant Whispers|Spell level 1|1|Bard|
spell-divination|Core|spell|Divination|Spell level 4|4|Cleric, Druid, Wizard|
spell-divine-favor|Core|spell|Divine Favor|Spell level 1|1|Paladin|
spell-divine-smite|Core|spell|Divine Smite|Spell level 1|1|Paladin|
spell-divine-word|Core|spell|Divine Word|Spell level 7|7|Cleric|
spell-dominate-beast|Core|spell|Dominate Beast|Spell level 4|4|Druid, Ranger, Sorcerer|
spell-dominate-monster|Core|spell|Dominate Monster|Spell level 8|8|Bard, Sorcerer, Warlock, Wizard|
spell-dominate-person|Core|spell|Dominate Person|Spell level 5|5|Bard, Sorcerer, Wizard|
spell-dragon-s-breath|Core|spell|Dragon's Breath|Spell level 2|2|Sorcerer, Wizard|
spell-dream|Core|spell|Dream|Spell level 5|5|Bard, Warlock, Wizard|
spell-druidcraft|Core|spell|Druidcraft|Spell level 0|0|Druid|
spell-earthquake|Core|spell|Earthquake|Spell level 8|8|Cleric, Druid, Sorcerer|
spell-eldritch-blast|Core|spell|Eldritch Blast|Spell level 0|0|Warlock|
spell-elementalism|Core|spell|Elementalism|Spell level 0|0|Druid, Sorcerer, Wizard|
spell-enhance-ability|Core|spell|Enhance Ability|Spell level 2|2|Bard, Cleric, Druid, Ranger, Sorcerer, Wizard|
spell-enlarge-reduce|Core|spell|Enlarge/Reduce|Spell level 2|2|Bard, Druid, Sorcerer, Wizard|
spell-ensnaring-strike|Core|spell|Ensnaring Strike|Spell level 1|1|Ranger|
spell-entangle|Core|spell|Entangle|Spell level 1|1|Druid, Ranger|
spell-enthrall|Core|spell|Enthrall|Spell level 2|2|Bard, Warlock|
spell-etherealness|Core|spell|Etherealness|Spell level 7|7|Bard, Cleric, Sorcerer, Warlock, Wizard|
spell-expeditious-retreat|Core|spell|Expeditious Retreat|Spell level 1|1|Sorcerer, Warlock, Wizard|
spell-eyebite|Core|spell|Eyebite|Spell level 6|6|Bard, Sorcerer, Warlock, Wizard|
spell-fabricate|Core|spell|Fabricate|Spell level 4|4|Wizard|
spell-faerie-fire|Core|spell|Faerie Fire|Spell level 1|1|Bard, Druid|
spell-faithful-hound|Core|spell|Faithful Hound|Spell level 4|4|Wizard|
spell-false-life|Core|spell|False Life|Spell level 1|1|Sorcerer, Wizard|
spell-fear|Core|spell|Fear|Spell level 3|3|Bard, Sorcerer, Warlock, Wizard|
spell-feather-fall|Core|spell|Feather Fall|Spell level 1|1|Bard, Sorcerer, Wizard|
spell-find-familiar|Core|spell|Find Familiar|Spell level 1|1|Wizard|
spell-find-steed|Core|spell|Find Steed|Spell level 2|2|Paladin|
spell-find-the-path|Core|spell|Find the Path|Spell level 6|6|Bard, Cleric, Druid|
spell-find-traps|Core|spell|Find Traps|Spell level 2|2|Cleric, Druid, Ranger|
spell-finger-of-death|Core|spell|Finger of Death|Spell level 7|7|Sorcerer, Warlock, Wizard|
spell-fireball|Core|spell|Fireball|Spell level 3|3|Sorcerer, Wizard|
spell-fire-bolt|Core|spell|Fire Bolt|Spell level 0|0|Sorcerer, Wizard|
spell-fire-shield|Core|spell|Fire Shield|Spell level 4|4|Druid, Sorcerer, Wizard|
spell-fire-storm|Core|spell|Fire Storm|Spell level 7|7|Cleric, Druid, Sorcerer|
spell-flame-blade|Core|spell|Flame Blade|Spell level 2|2|Druid, Sorcerer|
spell-flame-strike|Core|spell|Flame Strike|Spell level 5|5|Cleric|
spell-flaming-sphere|Core|spell|Flaming Sphere|Spell level 2|2|Druid, Sorcerer, Wizard|
spell-flesh-to-stone|Core|spell|Flesh to Stone|Spell level 6|6|Druid, Sorcerer, Wizard|
spell-floating-disk|Core|spell|Floating Disk|Spell level 1|1|Wizard|
spell-fly|Core|spell|Fly|Spell level 3|3|Sorcerer, Warlock, Wizard|
spell-fog-cloud|Core|spell|Fog Cloud|Spell level 1|1|Druid, Ranger, Sorcerer, Wizard|
spell-forbiddance|Core|spell|Forbiddance|Spell level 6|6|Cleric|
spell-forcecage|Core|spell|Forcecage|Spell level 7|7|Bard, Warlock, Wizard|
spell-foresight|Core|spell|Foresight|Spell level 9|9|Bard, Druid, Warlock, Wizard|
spell-freedom-of-movement|Core|spell|Freedom of Movement|Spell level 4|4|Bard, Cleric, Druid, Ranger|
spell-freezing-sphere|Core|spell|Freezing Sphere|Spell level 6|6|Sorcerer, Wizard|
spell-gaseous-form|Core|spell|Gaseous Form|Spell level 3|3|Sorcerer, Warlock, Wizard|
spell-gate|Core|spell|Gate|Spell level 9|9|Cleric, Sorcerer, Warlock, Wizard|
spell-geas|Core|spell|Geas|Spell level 5|5|Bard, Cleric, Druid, Paladin, Wizard|
spell-gentle-repose|Core|spell|Gentle Repose|Spell level 2|2|Cleric, Paladin, Wizard|
spell-giant-insect|Core|spell|Giant Insect|Spell level 4|4|Druid|
spell-glibness|Core|spell|Glibness|Spell level 8|8|Bard, Warlock|
spell-globe-of-invulnerability|Core|spell|Globe of Invulnerability|Spell level 6|6|Sorcerer, Wizard|
spell-glyph-of-warding|Core|spell|Glyph of Warding|Spell level 3|3|Bard, Cleric, Wizard|
spell-goodberry|Core|spell|Goodberry|Spell level 1|1|Druid, Ranger|
spell-grease|Core|spell|Grease|Spell level 1|1|Sorcerer, Wizard|
spell-greater-invisibility|Core|spell|Greater Invisibility|Spell level 4|4|Bard, Sorcerer, Wizard|
spell-greater-restoration|Core|spell|Greater Restoration|Spell level 5|5|Bard, Cleric, Druid, Paladin, Ranger|
spell-guardian-of-faith|Core|spell|Guardian of Faith|Spell level 4|4|Cleric|
spell-guards-and-wards|Core|spell|Guards and Wards|Spell level 6|6|Bard, Wizard|
spell-guidance|Core|spell|Guidance|Spell level 0|0|Cleric, Druid|
spell-guiding-bolt|Core|spell|Guiding Bolt|Spell level 1|1|Cleric|
spell-gust-of-wind|Core|spell|Gust of Wind|Spell level 2|2|Druid, Ranger, Sorcerer, Wizard|
spell-hallow|Core|spell|Hallow|Spell level 5|5|Cleric|
spell-hallucinatory-terrain|Core|spell|Hallucinatory Terrain|Spell level 4|4|Bard, Druid, Warlock, Wizard|
spell-harm|Core|spell|Harm|Spell level 6|6|Cleric|
spell-haste|Core|spell|Haste|Spell level 3|3|Sorcerer, Wizard|
spell-heal|Core|spell|Heal|Spell level 6|6|Cleric, Druid|
spell-healing-word|Core|spell|Healing Word|Spell level 1|1|Bard, Cleric, Druid|
spell-heat-metal|Core|spell|Heat Metal|Spell level 2|2|Bard, Druid|
spell-hellish-rebuke|Core|spell|Hellish Rebuke|Spell level 1|1|Warlock|
spell-heroes-feast|Core|spell|Heroes' Feast|Spell level 6|6|Bard, Cleric, Druid|
spell-heroism|Core|spell|Heroism|Spell level 1|1|Bard, Paladin|
spell-hex|Core|spell|Hex|Spell level 1|1|Warlock|
spell-hideous-laughter|Core|spell|Hideous Laughter|Spell level 1|1|Bard, Warlock, Wizard|
spell-hold-monster|Core|spell|Hold Monster|Spell level 5|5|Bard, Sorcerer, Warlock, Wizard|
spell-hold-person|Core|spell|Hold Person|Spell level 2|2|Bard, Cleric, Druid, Sorcerer, Warlock, Wizard|
spell-holy-aura|Core|spell|Holy Aura|Spell level 8|8|Cleric|
spell-hunter-s-mark|Core|spell|Hunter's Mark|Spell level 1|1|Ranger|
spell-hypnotic-pattern|Core|spell|Hypnotic Pattern|Spell level 3|3|Bard, Sorcerer, Warlock, Wizard|
spell-ice-knife|Core|spell|Ice Knife|Spell level 1|1|Druid, Sorcerer, Wizard|
spell-ice-storm|Core|spell|Ice Storm|Spell level 4|4|Druid, Sorcerer, Wizard|
spell-identify|Core|spell|Identify|Spell level 1|1|Bard, Wizard|
spell-illusory-script|Core|spell|Illusory Script|Spell level 1|1|Bard, Warlock, Wizard|
spell-imprisonment|Core|spell|Imprisonment|Spell level 9|9|Warlock, Wizard|
spell-incendiary-cloud|Core|spell|Incendiary Cloud|Spell level 8|8|Druid, Sorcerer, Wizard|
spell-inflict-wounds|Core|spell|Inflict Wounds|Spell level 1|1|Cleric|
spell-insect-plague|Core|spell|Insect Plague|Spell level 5|5|Cleric, Druid, Sorcerer|
spell-instant-summons|Core|spell|Instant Summons|Spell level 6|6|Wizard|
spell-irresistible-dance|Core|spell|Irresistible Dance|Spell level 6|6|Bard, Wizard|
spell-invisibility|Core|spell|Invisibility|Spell level 2|2|Bard, Sorcerer, Warlock, Wizard|
spell-jump|Core|spell|Jump|Spell level 1|1|Druid, Ranger, Sorcerer, Wizard|
spell-knock|Core|spell|Knock|Spell level 2|2|Bard, Sorcerer, Wizard|
spell-legend-lore|Core|spell|Legend Lore|Spell level 5|5|Bard, Cleric, Wizard|
spell-lesser-restoration|Core|spell|Lesser Restoration|Spell level 2|2|Bard, Cleric, Druid, Paladin, Ranger|
spell-levitate|Core|spell|Levitate|Spell level 2|2|Sorcerer, Wizard|
spell-light|Core|spell|Light|Spell level 0|0|Bard, Cleric, Sorcerer, Wizard|
spell-lightning-bolt|Core|spell|Lightning Bolt|Spell level 3|3|Sorcerer, Wizard|
spell-locate-animals-or-plants|Core|spell|Locate Animals or Plants|Spell level 2|2|Bard, Druid, Ranger|
spell-locate-creature|Core|spell|Locate Creature|Spell level 4|4|Bard, Cleric, Druid, Paladin, Ranger, Wizard|
spell-locate-object|Core|spell|Locate Object|Spell level 2|2|Bard, Cleric, Druid, Paladin, Ranger, Wizard|
spell-longstrider|Core|spell|Longstrider|Spell level 1|1|Bard, Druid, Ranger, Wizard|
spell-mage-armor|Core|spell|Mage Armor|Spell level 1|1|Sorcerer, Wizard|
spell-mage-hand|Core|spell|Mage Hand|Spell level 0|0|Bard, Sorcerer, Warlock, Wizard|
spell-magic-circle|Core|spell|Magic Circle|Spell level 3|3|Cleric, Paladin, Warlock, Wizard|
spell-magic-jar|Core|spell|Magic Jar|Spell level 6|6|Wizard|
spell-magic-missile|Core|spell|Magic Missile|Spell level 1|1|Sorcerer, Wizard|
spell-magic-mouth|Core|spell|Magic Mouth|Spell level 2|2|Bard, Wizard|
spell-magic-weapon|Core|spell|Magic Weapon|Spell level 2|2|Paladin, Ranger, Sorcerer, Wizard|
spell-magnificent-mansion|Core|spell|Magnificent Mansion|Spell level 7|7|Bard, Wizard|
spell-major-image|Core|spell|Major Image|Spell level 3|3|Bard, Sorcerer, Warlock, Wizard|
spell-mass-cure-wounds|Core|spell|Mass Cure Wounds|Spell level 5|5|Bard, Cleric, Druid|
spell-mass-heal|Core|spell|Mass Heal|Spell level 9|9|Cleric|
spell-mass-healing-word|Core|spell|Mass Healing Word|Spell level 3|3|Bard, Cleric|
spell-mass-suggestion|Core|spell|Mass Suggestion|Spell level 6|6|Bard, Sorcerer, Wizard|
spell-maze|Core|spell|Maze|Spell level 8|8|Wizard|
spell-meld-into-stone|Core|spell|Meld into Stone|Spell level 3|3|Cleric, Druid, Ranger|
spell-mending|Core|spell|Mending|Spell level 0|0|Bard, Cleric, Druid, Sorcerer, Wizard|
spell-message|Core|spell|Message|Spell level 0|0|Bard, Druid, Sorcerer, Wizard|
spell-meteor-swarm|Core|spell|Meteor Swarm|Spell level 9|9|Sorcerer, Wizard|
spell-mind-blank|Core|spell|Mind Blank|Spell level 8|8|Bard, Wizard|
spell-mind-spike|Core|spell|Mind Spike|Spell level 2|2|Sorcerer, Warlock, Wizard|
spell-minor-illusion|Core|spell|Minor Illusion|Spell level 0|0|Bard, Sorcerer, Warlock, Wizard|
spell-mirage-arcane|Core|spell|Mirage Arcane|Spell level 7|7|Bard, Druid, Wizard|
spell-mirror-image|Core|spell|Mirror Image|Spell level 2|2|Bard, Sorcerer, Warlock, Wizard|
spell-mislead|Core|spell|Mislead|Spell level 5|5|Bard, Warlock, Wizard|
spell-misty-step|Core|spell|Misty Step|Spell level 2|2|Sorcerer, Warlock, Wizard|
spell-modify-memory|Core|spell|Modify Memory|Spell level 5|5|Bard, Wizard|
spell-moonbeam|Core|spell|Moonbeam|Spell level 2|2|Druid|
spell-move-earth|Core|spell|Move Earth|Spell level 6|6|Druid, Sorcerer, Wizard|
spell-nondetection|Core|spell|Nondetection|Spell level 3|3|Bard, Ranger, Wizard|
spell-passwall|Core|spell|Passwall|Spell level 5|5|Wizard|
spell-pass-without-trace|Core|spell|Pass without Trace|Spell level 2|2|Druid, Ranger|
spell-phantasmal-force|Core|spell|Phantasmal Force|Spell level 2|2|Bard, Sorcerer, Wizard|
spell-phantasmal-killer|Core|spell|Phantasmal Killer|Spell level 4|4|Bard, Wizard|
spell-phantom-steed|Core|spell|Phantom Steed|Spell level 3|3|Wizard|
spell-planar-ally|Core|spell|Planar Ally|Spell level 6|6|Cleric|
spell-planar-binding|Core|spell|Planar Binding|Spell level 5|5|Bard, Cleric, Druid, Warlock, Wizard|
spell-plane-shift|Core|spell|Plane Shift|Spell level 7|7|Cleric, Druid, Sorcerer, Warlock, Wizard|
spell-plant-growth|Core|spell|Plant Growth|Spell level 3|3|Bard, Druid, Ranger|
spell-poison-spray|Core|spell|Poison Spray|Spell level 0|0|Druid, Sorcerer, Warlock, Wizard|
spell-polymorph|Core|spell|Polymorph|Spell level 4|4|Bard, Druid, Sorcerer, Wizard|
spell-power-word-heal|Core|spell|Power Word Heal|Spell level 9|9|Bard, Cleric|
spell-power-word-kill|Core|spell|Power Word Kill|Spell level 9|9|Bard, Sorcerer, Warlock, Wizard|
spell-power-word-stun|Core|spell|Power Word Stun|Spell level 8|8|Bard, Sorcerer, Warlock, Wizard|
spell-prayer-of-healing|Core|spell|Prayer of Healing|Spell level 2|2|Cleric, Paladin|
spell-prestidigitation|Core|spell|Prestidigitation|Spell level 0|0|Bard, Sorcerer, Warlock, Wizard|
spell-prismatic-spray|Core|spell|Prismatic Spray|Spell level 7|7|Bard, Sorcerer, Wizard|
spell-prismatic-wall|Core|spell|Prismatic Wall|Spell level 9|9|Bard, Wizard|
spell-private-sanctum|Core|spell|Private Sanctum|Spell level 4|4|Wizard|
spell-produce-flame|Core|spell|Produce Flame|Spell level 0|0|Druid|
spell-programmed-illusion|Core|spell|Programmed Illusion|Spell level 6|6|Bard, Wizard|
spell-project-image|Core|spell|Project Image|Spell level 7|7|Bard, Wizard|
spell-protection-from-energy|Core|spell|Protection from Energy|Spell level 3|3|Cleric, Druid, Ranger, Sorcerer, Wizard|
spell-protection-from-evil-and-good|Core|spell|Protection from Evil and Good|Spell level 1|1|Cleric, Druid, Paladin, Warlock, Wizard|
spell-protection-from-poison|Core|spell|Protection from Poison|Spell level 2|2|Cleric, Druid, Paladin, Ranger|
spell-purify-food-and-drink|Core|spell|Purify Food and Drink|Spell level 1|1|Cleric, Druid, Paladin|
spell-raise-dead|Core|spell|Raise Dead|Spell level 5|5|Bard, Cleric, Paladin|
spell-ray-of-enfeeblement|Core|spell|Ray of Enfeeblement|Spell level 2|2|Warlock, Wizard|
spell-ray-of-frost|Core|spell|Ray of Frost|Spell level 0|0|Sorcerer, Wizard|
spell-regenerate|Core|spell|Regenerate|Spell level 7|7|Bard, Cleric, Druid|
spell-ray-of-sickness|Core|spell|Ray of Sickness|Spell level 1|1|Sorcerer, Wizard|
spell-reincarnate|Core|spell|Reincarnate|Spell level 5|5|Druid|
spell-remove-curse|Core|spell|Remove Curse|Spell level 3|3|Cleric, Paladin, Warlock, Wizard|
spell-resilient-sphere|Core|spell|Resilient Sphere|Spell level 4|4|Wizard|
spell-resistance|Core|spell|Resistance|Spell level 0|0|Cleric, Druid|
spell-resurrection|Core|spell|Resurrection|Spell level 7|7|Bard, Cleric|
spell-reverse-gravity|Core|spell|Reverse Gravity|Spell level 7|7|Druid, Sorcerer, Wizard|
spell-revivify|Core|spell|Revivify|Spell level 3|3|Cleric, Druid, Paladin, Ranger|
spell-rope-trick|Core|spell|Rope Trick|Spell level 2|2|Wizard|
spell-sacred-flame|Core|spell|Sacred Flame|Spell level 0|0|Cleric|
spell-sanctuary|Core|spell|Sanctuary|Spell level 1|1|Cleric|
spell-scorching-ray|Core|spell|Scorching Ray|Spell level 2|2|Sorcerer, Wizard|
spell-scrying|Core|spell|Scrying|Spell level 5|5|Bard, Cleric, Druid, Warlock, Wizard|
spell-searing-smite|Core|spell|Searing Smite|Spell level 1|1|Paladin|
spell-secret-chest|Core|spell|Secret Chest|Spell level 4|4|Wizard|
spell-see-invisibility|Core|spell|See Invisibility|Spell level 2|2|Bard, Sorcerer, Wizard|
spell-seeming|Core|spell|Seeming|Spell level 5|5|Bard, Sorcerer, Wizard|
spell-sending|Core|spell|Sending|Spell level 3|3|Bard, Cleric, Wizard|
spell-sequester|Core|spell|Sequester|Spell level 7|7|Wizard|
spell-shapechange|Core|spell|Shapechange|Spell level 9|9|Druid, Wizard|
spell-shatter|Core|spell|Shatter|Spell level 2|2|Bard, Sorcerer, Wizard|
spell-shield|Core|spell|Shield|Spell level 1|1|Sorcerer, Wizard|
spell-shield-of-faith|Core|spell|Shield of Faith|Spell level 1|1|Cleric, Paladin|
spell-shillelagh|Core|spell|Shillelagh|Spell level 0|0|Druid|
spell-shining-smite|Core|spell|Shining Smite|Spell level 2|2|Paladin|
spell-shocking-grasp|Core|spell|Shocking Grasp|Spell level 0|0|Sorcerer, Wizard|
spell-silence|Core|spell|Silence|Spell level 2|2|Bard, Cleric, Ranger|
spell-silent-image|Core|spell|Silent Image|Spell level 1|1|Bard, Sorcerer, Wizard|
spell-simulacrum|Core|spell|Simulacrum|Spell level 7|7|Wizard|
spell-sleep|Core|spell|Sleep|Spell level 1|1|Bard, Sorcerer, Wizard|
spell-sleet-storm|Core|spell|Sleet Storm|Spell level 3|3|Druid, Sorcerer, Wizard|
spell-slow|Core|spell|Slow|Spell level 3|3|Bard, Sorcerer, Wizard|
spell-sorcerous-burst|Core|spell|Sorcerous Burst|Spell level 0|0|Sorcerer|
spell-spare-the-dying|Core|spell|Spare the Dying|Spell level 0|0|Cleric, Druid|
spell-speak-with-animals|Core|spell|Speak with Animals|Spell level 1|1|Bard, Druid, Ranger, Warlock|
spell-speak-with-dead|Core|spell|Speak with Dead|Spell level 3|3|Bard, Cleric, Wizard|
spell-speak-with-plants|Core|spell|Speak with Plants|Spell level 3|3|Bard, Druid, Ranger|
spell-spider-climb|Core|spell|Spider Climb|Spell level 2|2|Sorcerer, Warlock, Wizard|
spell-spike-growth|Core|spell|Spike Growth|Spell level 2|2|Druid, Ranger|
spell-spirit-guardians|Core|spell|Spirit Guardians|Spell level 3|3|Cleric|
spell-spiritual-weapon|Core|spell|Spiritual Weapon|Spell level 2|2|Cleric|
spell-starry-wisp|Core|spell|Starry Wisp|Spell level 0|0|Bard, Druid|
spell-stinking-cloud|Core|spell|Stinking Cloud|Spell level 3|3|Bard, Sorcerer, Wizard|
spell-stone-shape|Core|spell|Stone Shape|Spell level 4|4|Cleric, Druid, Wizard|
spell-stoneskin|Core|spell|Stoneskin|Spell level 4|4|Druid, Ranger, Sorcerer, Wizard|
spell-storm-of-vengeance|Core|spell|Storm of Vengeance|Spell level 9|9|Druid|
spell-suggestion|Core|spell|Suggestion|Spell level 2|2|Bard, Sorcerer, Warlock, Wizard|
spell-summon-dragon|Core|spell|Summon Dragon|Spell level 5|5|Wizard|
spell-sunbeam|Core|spell|Sunbeam|Spell level 6|6|Cleric, Druid, Sorcerer, Wizard|
spell-sunburst|Core|spell|Sunburst|Spell level 8|8|Cleric, Druid, Sorcerer, Wizard|
spell-symbol|Core|spell|Symbol|Spell level 7|7|Bard, Cleric, Druid, Wizard|
spell-telekinesis|Core|spell|Telekinesis|Spell level 5|5|Sorcerer, Wizard|
spell-telepathic-bond|Core|spell|Telepathic Bond|Spell level 5|5|Bard, Wizard|
spell-teleport|Core|spell|Teleport|Spell level 7|7|Bard, Sorcerer, Wizard|
spell-teleportation-circle|Core|spell|Teleportation Circle|Spell level 5|5|Bard, Sorcerer, Warlock, Wizard|
spell-thaumaturgy|Core|spell|Thaumaturgy|Spell level 0|0|Cleric|
spell-thunderwave|Core|spell|Thunderwave|Spell level 1|1|Bard, Druid, Sorcerer, Wizard|
spell-time-stop|Core|spell|Time Stop|Spell level 9|9|Sorcerer, Wizard|
spell-tiny-hut|Core|spell|Tiny Hut|Spell level 3|3|Bard, Wizard|
spell-tongues|Core|spell|Tongues|Spell level 3|3|Bard, Cleric, Sorcerer, Warlock, Wizard|
spell-transport-via-plants|Core|spell|Transport via Plants|Spell level 6|6|Druid|
spell-tree-stride|Core|spell|Tree Stride|Spell level 5|5|Druid, Ranger|
spell-true-polymorph|Core|spell|True Polymorph|Spell level 9|9|Bard, Warlock, Wizard|
spell-true-resurrection|Core|spell|True Resurrection|Spell level 9|9|Cleric, Druid|
spell-true-seeing|Core|spell|True Seeing|Spell level 6|6|Bard, Cleric, Sorcerer, Warlock, Wizard|
spell-true-strike|Core|spell|True Strike|Spell level 0|0|Bard, Sorcerer, Warlock, Wizard|
spell-tsunami|Core|spell|Tsunami|Spell level 8|8|Druid|
spell-unseen-servant|Core|spell|Unseen Servant|Spell level 1|1|Bard, Warlock, Wizard|
spell-vampiric-touch|Core|spell|Vampiric Touch|Spell level 3|3|Sorcerer, Warlock, Wizard|
spell-vicious-mockery|Core|spell|Vicious Mockery|Spell level 0|0|Bard|
spell-vitriolic-sphere|Core|spell|Vitriolic Sphere|Spell level 4|4|Sorcerer, Wizard|
spell-wall-of-fire|Core|spell|Wall of Fire|Spell level 4|4|Druid, Sorcerer, Wizard|
spell-wall-of-force|Core|spell|Wall of Force|Spell level 5|5|Wizard|
spell-wall-of-ice|Core|spell|Wall of Ice|Spell level 6|6|Wizard|
spell-wall-of-stone|Core|spell|Wall of Stone|Spell level 5|5|Druid, Sorcerer, Wizard|
spell-wall-of-thorns|Core|spell|Wall of Thorns|Spell level 6|6|Druid|
spell-warding-bond|Core|spell|Warding Bond|Spell level 2|2|Cleric, Paladin|
spell-water-breathing|Core|spell|Water Breathing|Spell level 3|3|Druid, Ranger, Sorcerer, Wizard|
spell-water-walk|Core|spell|Water Walk|Spell level 3|3|Cleric, Druid, Ranger, Sorcerer|
spell-web|Core|spell|Web|Spell level 2|2|Sorcerer, Wizard|
spell-weird|Core|spell|Weird|Spell level 9|9|Warlock, Wizard|
spell-wind-walk|Core|spell|Wind Walk|Spell level 6|6|Druid|
spell-wind-wall|Core|spell|Wind Wall|Spell level 3|3|Druid, Ranger|
spell-wish|Core|spell|Wish|Spell level 9|9|Sorcerer, Wizard|
spell-word-of-recall|Core|spell|Word of Recall|Spell level 6|6|Cleric|
spell-zone-of-truth|Core|spell|Zone of Truth|Spell level 2|2|Bard, Cleric, Paladin|
spell-spellfire-flare|Forgotten Realms|spell|Spellfire Flare|Spell level |||
spell-wardaway|Forgotten Realms|spell|Wardaway|Spell level |||
spell-death-armor|Forgotten Realms|spell|Death Armor|Spell level |||
spell-deryan-s-helpful-homunculi|Forgotten Realms|spell|Deryan's Helpful Homunculi|Spell level |||
spell-elminster-s-elusion|Forgotten Realms|spell|Elminster's Elusion|Spell level |||
spell-cacophonic-shield|Forgotten Realms|spell|Cacophonic Shield|Spell level |||
spell-conjure-constructs|Forgotten Realms|spell|Conjure Constructs|Spell level |||
spell-laeral-s-silver-lance|Forgotten Realms|spell|Laeral's Silver Lance|Spell level |||
spell-sylune-s-viper|Forgotten Realms|spell|Sylune's Viper|Spell level |||
spell-backlash|Forgotten Realms|spell|Backlash|Spell level |||
spell-doomtide|Forgotten Realms|spell|Doomtide|Spell level |||
spell-spellfire-storm|Forgotten Realms|spell|Spellfire Storm|Spell level |||
spell-alustriel-s-mooncloak|Forgotten Realms|spell|Alustriel's Mooncloak|Spell level |||
spell-songol-s-elemental-suffusion|Forgotten Realms|spell|Songol's Elemental Suffusion|Spell level |||
spell-dirge|Forgotten Realms|spell|Dirge|Spell level |||
spell-elminster-s-effulgent-spheres|Forgotten Realms|spell|Elminster's Effulgent Spheres|Spell level |||
spell-simbul-s-synostodweomer|Forgotten Realms|spell|Simbul's Synostodweomer|Spell level |||
spell-holy-star-of-mystra|Forgotten Realms|spell|Holy Star of Mystra|Spell level |||
spell-blade-of-disaster|Forgotten Realms|spell|Blade of Disaster|Spell level |||
spell-control-flames|Xanathar|spell|Control Flames|Spell level |||
spell-create-bonfire|Xanathar|spell|Create Bonfire|Spell level |||
spell-frostbite|Xanathar|spell|Frostbite|Spell level |||
spell-gust|Xanathar|spell|Gust|Spell level |||
spell-infestation|Xanathar|spell|Infestation|Spell level |||
spell-magic-stone|Xanathar|spell|Magic Stone|Spell level |||
spell-mold-earth|Xanathar|spell|Mold Earth|Spell level |||
spell-primal-savagery|Xanathar|spell|Primal Savagery|Spell level |||
spell-shape-water|Xanathar|spell|Shape Water|Spell level |||
spell-thunderclap|Xanathar|spell|Thunderclap|Spell level |||
spell-toll-the-dead|Xanathar|spell|Toll the Dead|Spell level |||
spell-word-of-radiance|Xanathar|spell|Word of Radiance|Spell level |||
spell-absorb-elements|Xanathar|spell|Absorb Elements|Spell level |||
spell-beast-bond|Xanathar|spell|Beast Bond|Spell level |||
spell-catapult|Xanathar|spell|Catapult|Spell level |||
spell-cause-fear|Xanathar|spell|Cause Fear|Spell level |||
spell-ceremony|Xanathar|spell|Ceremony|Spell level |||
spell-chaos-bolt|Xanathar|spell|Chaos Bolt|Spell level |||
spell-earth-tremor|Xanathar|spell|Earth Tremor|Spell level |||
spell-snare|Xanathar|spell|Snare|Spell level |||
spell-zephyr-strike|Xanathar|spell|Zephyr Strike|Spell level |||
spell-aganazzar-s-scorcher|Xanathar|spell|Aganazzar's Scorcher|Spell level |||
spell-dust-devil|Xanathar|spell|Dust Devil|Spell level |||
spell-earthbind|Xanathar|spell|Earthbind|Spell level |||
spell-healing-spirit|Xanathar|spell|Healing Spirit|Spell level |||
spell-maximilian-s-earthen-grasp|Xanathar|spell|Maximilian's Earthen Grasp|Spell level |||
spell-pyrotechnics|Xanathar|spell|Pyrotechnics|Spell level |||
spell-shadow-blade|Xanathar|spell|Shadow Blade|Spell level |||
spell-skywrite|Xanathar|spell|Skywrite|Spell level |||
